OrphaCode,DisorderName,DisorderType,HPOTerm0,HPOFrequency0,HPOTerm1,HPOFrequency1,HPOTerm2,HPOFrequency2,HPOTerm3,HPOFrequency3,HPOTerm4,HPOFrequency4,HPOTerm5,HPOFrequency5,HPOTerm6,HPOFrequency6,HPOTerm7,HPOFrequency7,HPOTerm8,HPOFrequency8,HPOTerm9,HPOFrequency9,HPOTerm10,HPOFrequency10,HPOTerm11,HPOFrequency11
2204,Dysplastic cortical hyperostosis,Malformation syndrome,Abnormality of the urinary system,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Polyhydramnios,Very frequent (99-80%),Splenomegaly,Very frequent (99-80%),Hydrops fetalis,Very frequent (99-80%),Hepatomegaly,Very frequent (99-80%),Abnormality of neuronal migration,Very frequent (99-80%),Skeletal dysplasia,Very frequent (99-80%),Abnormality of limb bone morphology,Very frequent (99-80%),Abnormal cortical bone morphology,Very frequent (99-80%),Short stature,Very frequent (99-80%),Aplasia/Hypoplasia of the lungs,Very frequent (99-80%)
2619,"Brachydactylous dwarfism, Mseleni type",Disease,Osteopenia,Very frequent (99-80%),Abnormality of the metaphysis,Very frequent (99-80%),Brachydactyly,Very frequent (99-80%),Abnormal joint morphology,Very frequent (99-80%),Arthritis,Very frequent (99-80%),Abnormality of the knee,Very frequent (99-80%),Abnormality of the wrist,Frequent (79-30%),Abnormality of the hip bone,Very frequent (99-80%),Abnormal form of the vertebral bodies,Very frequent (99-80%),Short stature,Very frequent (99-80%),Abnormality of epiphysis morphology,Very frequent (99-80%),Abnormality of the elbow,Frequent (79-30%)
2963,"Progeroid syndrome, Petty type",Malformation syndrome,Everted lower lip vermilion,Very frequent (99-80%),Wide anterior fontanel,Very frequent (99-80%),Epicanthus,Very frequent (99-80%),Mandibular prognathia,Very frequent (99-80%),Broad forehead,Very frequent (99-80%),"Low-set, posteriorly rotated ears",Very frequent (99-80%),Strabismus,Very frequent (99-80%),Thick eyebrow,Very frequent (99-80%),Cutis laxa,Very frequent (99-80%),Decreased subcutaneous fat,Very frequent (99-80%),Failure to thrive,Very frequent (99-80%),Intrauterine growth retardation,Very frequent (99-80%)
3207,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Malformation syndrome,Microcephaly,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),Wide nasal bridge,Very frequent (99-80%),Downslanted palpebral fissures,Frequent (79-30%),Synophrys,Frequent (79-30%),Adducted thumb,Occasional (29-5%),Intellectual disability,Very frequent (99-80%),Muscular hypotonia,Very frequent (99-80%),Hyperreflexia,Very frequent (99-80%),Frontal bossing,Very frequent (99-80%),Ventriculomegaly,Frequent (79-30%)
2969,Proteus-like syndrome,Disease,Polycystic ovaries,Occasional (29-5%),Hydrocephalus,Frequent (79-30%),Macrocephaly,Frequent (79-30%),Dolichocephaly,Occasional (29-5%),Mandibular prognathia,Frequent (79-30%),Anteverted nares,Occasional (29-5%),Downslanted palpebral fissures,Occasional (29-5%),Cataract,Frequent (79-30%),Retinal detachment,Frequent (79-30%),Myopia,Very frequent (99-80%),Abnormal pupil morphology,Very frequent (99-80%),Abnormality of the parathyroid gland,Frequent (79-30%)
2973,"46,XX disorder of sex development-anorectal anomalies syndrome",Malformation syndrome,Multicystic kidney dysplasia,Frequent (79-30%),Hydroureter,Frequent (79-30%),Hydronephrosis,Frequent (79-30%),Abnormality of the urethra,Frequent (79-30%),Abnormal internal genitalia,Very frequent (99-80%),Oligohydramnios,Frequent (79-30%),Anal atresia,Very frequent (99-80%),Respiratory insufficiency,Frequent (79-30%),Intestinal malrotation,Occasional (29-5%),Tracheoesophageal fistula,Occasional (29-5%),Aplasia/Hypoplasia of the radius,Occasional (29-5%),Renal hypoplasia/aplasia,Frequent (79-30%)
2990,Autosomal recessive multiple pterygium syndrome,Malformation syndrome,Inguinal hernia,Occasional (29-5%),Cryptorchidism,Occasional (29-5%),Scrotal hypoplasia,Occasional (29-5%),Hypogonadism,Frequent (79-30%),Abnormality of the tongue,Occasional (29-5%),Cleft palate,Occasional (29-5%),Oral cleft,Frequent (79-30%),High palate,Frequent (79-30%),Microcephaly,Frequent (79-30%),Dolichocephaly,Occasional (29-5%),Long face,Frequent (79-30%),Epicanthus,Frequent (79-30%)
3019,Ramon syndrome,Malformation syndrome,Gingival fibromatosis,Very frequent (99-80%),Narrow palate,Very frequent (99-80%),Full cheeks,Very frequent (99-80%),Conductive hearing impairment,Occasional (29-5%),Sensorineural hearing impairment,Occasional (29-5%),Abnormal anterior chamber morphology,Occasional (29-5%),Abnormality of dental enamel,Occasional (29-5%),Delayed eruption of teeth,Frequent (79-30%),Diabetes mellitus,Occasional (29-5%),Hyperkeratosis,Occasional (29-5%),Intellectual disability,Very frequent (99-80%),Seizures,Very frequent (99-80%)
3033,Renal tubular dysgenesis,Malformation syndrome,Nephropathy,Occasional (29-5%),Proximal tubulopathy,Very frequent (99-80%),Microcephaly,Occasional (29-5%),Hypertelorism,Very frequent (99-80%),Polyhydramnios,Very frequent (99-80%),Oligohydramnios,Occasional (29-5%),Premature birth,Very frequent (99-80%),Tetralogy of Fallot,Occasional (29-5%),Pulmonary hypoplasia,Very frequent (99-80%),Multiple renal cysts,Very frequent (99-80%),Joint hyperflexibility,Very frequent (99-80%),Bilateral single transverse palmar creases,Occasional (29-5%)
3035,Growth delay-hydrocephaly-lung hypoplasia syndrome,Malformation syndrome,Micrognathia,Very frequent (99-80%),Upslanted palpebral fissure,Occasional (29-5%),Abnormality of the ribs,Occasional (29-5%),Intrauterine growth retardation,Very frequent (99-80%),Omphalocele,Very frequent (99-80%),Splenomegaly,Occasional (29-5%),Pulmonary hypoplasia,Very frequent (99-80%),Aqueductal stenosis,Very frequent (99-80%),Cerebral calcification,Occasional (29-5%),Intestinal malrotation,Very frequent (99-80%),Abnormality of the lower limb,Very frequent (99-80%),Tibial bowing,Occasional (29-5%)
3038,Delayed speech-facial asymmetry-strabismus-ear lobe creases syndrome,Malformation syndrome,High palate,Frequent (79-30%),Hypertelorism,Very frequent (99-80%),Facial asymmetry,Very frequent (99-80%),Long philtrum,Frequent (79-30%),Low-set ears,Very frequent (99-80%),Anteverted nares,Occasional (29-5%),Strabismus,Very frequent (99-80%),Downslanted palpebral fissures,Frequent (79-30%),Ptosis,Very frequent (99-80%),Exotropia,Very frequent (99-80%),Delayed speech and language development,Very frequent (99-80%),Intellectual disability,Frequent (79-30%)
3042,Intellectual disability-cataracts-calcified pinnae-myopathy syndrome,Malformation syndrome,Hypogonadism,Very frequent (99-80%),Abnormal palate morphology,Very frequent (99-80%),Hydrocephalus,Very frequent (99-80%),Macrotia,Very frequent (99-80%),Conductive hearing impairment,Very frequent (99-80%),Downslanted palpebral fissures,Frequent (79-30%),Cataract,Very frequent (99-80%),Synophrys,Frequent (79-30%),Pectus excavatum,Frequent (79-30%),Gynecomastia,Frequent (79-30%),Narrow chest,Frequent (79-30%),Intellectual disability,Very frequent (99-80%)
3055,X-linked intellectual disability-hypogonadism-ichthyosis-obesity-short stature syndrome,Malformation syndrome,Cryptorchidism,Very frequent (99-80%),"Low-set, posteriorly rotated ears",Very frequent (99-80%),Strabismus,Very frequent (99-80%),Telecanthus,Very frequent (99-80%),Behavioral abnormality,Very frequent (99-80%),Intellectual disability,Very frequent (99-80%),Seizures,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Obesity,Very frequent (99-80%),Abnormality of the voice,Very frequent (99-80%),Short stature,Very frequent (99-80%),Hypoplasia of penis,Very frequent (99-80%)
3068,Intellectual disability-myopathy-short stature-endocrine defect syndrome,Disease,Hypogonadotrophic hypogonadism,Very frequent (99-80%),Abnormal palate morphology,Very frequent (99-80%),Microcephaly,Frequent (79-30%),Hypertelorism,Very frequent (99-80%),Facial asymmetry,Occasional (29-5%),Abnormality of the pinna,Occasional (29-5%),Protruding ear,Frequent (79-30%),Prominent nasal bridge,Frequent (79-30%),Downslanted palpebral fissures,Very frequent (99-80%),Ptosis,Very frequent (99-80%),Myopia,Very frequent (99-80%),Ophthalmoparesis,Very frequent (99-80%)
3079,"Intellectual disability, Buenos-Aires type",Malformation syndrome,Hydronephrosis,Frequent (79-30%),High palate,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Mandibular prognathia,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Sloping forehead,Very frequent (99-80%),Macrotia,Very frequent (99-80%),Wide nasal bridge,Very frequent (99-80%),Downslanted palpebral fissures,Very frequent (99-80%),Blepharophimosis,Frequent (79-30%),Photophobia,Very frequent (99-80%),Dental malocclusion,Very frequent (99-80%)
3080,"Intellectual disability, Wolff type",Malformation syndrome,Inguinal hernia,Frequent (79-30%),Cryptorchidism,Frequent (79-30%),Hypospadias,Very frequent (99-80%),Thick lower lip vermilion,Very frequent (99-80%),Oral cleft,Frequent (79-30%),Microretrognathia,Very frequent (99-80%),Hypertelorism,Very frequent (99-80%),Sloping forehead,Frequent (79-30%),Macrotia,Very frequent (99-80%),Bulbous nose,Very frequent (99-80%),Wide nasal bridge,Very frequent (99-80%),Strabismus,Frequent (79-30%)
3098,"Rhizomelic syndrome, Urbach type",Malformation syndrome,Abnormality of the tongue,Very frequent (99-80%),Cleft palate,Frequent (79-30%),High palate,Frequent (79-30%),Microcephaly,Very frequent (99-80%),Wide anterior fontanel,Very frequent (99-80%),Micrognathia,Very frequent (99-80%),Short neck,Very frequent (99-80%),Acne,Very frequent (99-80%),Brachydactyly,Very frequent (99-80%),Preaxial hand polydactyly,Very frequent (99-80%),Triphalangeal thumb,Very frequent (99-80%),Limitation of joint mobility,Very frequent (99-80%)
3144,Schneckenbecken dysplasia,Malformation syndrome,Cryptorchidism,Frequent (79-30%),Cleft palate,Occasional (29-5%),Macrocephaly,Very frequent (99-80%),Dolichocephaly,Frequent (79-30%),Malar flattening,Very frequent (99-80%),Short neck,Very frequent (99-80%),Short ribs,Very frequent (99-80%),Narrow chest,Very frequent (99-80%),Hypoplastic scapulae,Very frequent (99-80%),Lateral clavicle hook,Very frequent (99-80%),Abnormality of the metaphysis,Very frequent (99-80%),Hypoplastic ilia,Very frequent (99-80%)
3130,Satoyoshi syndrome,Disease,Hypoplasia of the uterus,Very frequent (99-80%),Abnormality of the uterus,Very frequent (99-80%),Abnormality of the ovary,Very frequent (99-80%),Amenorrhea,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),Abnormality of the skeletal system,Very frequent (99-80%),Abnormality of the metaphysis,Very frequent (99-80%),Tapered finger,Very frequent (99-80%),Abnormal joint morphology,Very frequent (99-80%),Abnormality of the hair,Very frequent (99-80%),Alopecia universalis,Very frequent (99-80%),Abnormality of the knee,Very frequent (99-80%)
3121,Ruvalcaba syndrome,Malformation syndrome,Inguinal hernia,Occasional (29-5%),Cryptorchidism,Frequent (79-30%),Narrow mouth,Very frequent (99-80%),Thin vermilion border,Very frequent (99-80%),Microcephaly,Very frequent (99-80%),High forehead,Frequent (79-30%),Convex nasal ridge,Very frequent (99-80%),Downslanted palpebral fissures,Very frequent (99-80%),Ptosis,Very frequent (99-80%),Abnormal electroretinogram,Occasional (29-5%),Abnormality of visual evoked potentials,Occasional (29-5%),Dental crowding,Very frequent (99-80%)
3156,Senior-Loken syndrome,Disease,Nephronophthisis,Frequent (79-30%),Visual impairment,Very frequent (99-80%),Cataract,Occasional (29-5%),Progressive visual loss,Frequent (79-30%),Retinal dystrophy,Very frequent (99-80%),Hypertension,Very frequent (99-80%),Ataxia,Occasional (29-5%),Global developmental delay,Very frequent (99-80%),Congenital hepatic fibrosis,Occasional (29-5%),Stage 5 chronic kidney disease,Very frequent (99-80%),Short stature,Very frequent (99-80%),Abnormality of bone mineral density,Occasional (29-5%)
647,Nijmegen breakage syndrome,Malformation syndrome,Cleft palate,Occasional (29-5%),Microcephaly,Very frequent (99-80%),Abnormality of the face,Very frequent (99-80%),Retrognathia,Very frequent (99-80%),Low anterior hairline,Very frequent (99-80%),Sloping forehead,Very frequent (99-80%),Hearing abnormality,Very frequent (99-80%),Macrotia,Very frequent (99-80%),Prominent nasal bridge,Very frequent (99-80%),Convex nasal ridge,Very frequent (99-80%),Prominent nose,Very frequent (99-80%),Short neck,Very frequent (99-80%)
3152,Sclerosteosis,Malformation syndrome,Tall stature,Very frequent (99-80%),Abnormality of the nose,Very frequent (99-80%),Sensorineural hearing impairment,Frequent (79-30%),Ptosis,Frequent (79-30%),Optic atrophy,Occasional (29-5%),2-3 finger syndactyly,Very frequent (99-80%),Abnormal cortical bone morphology,Very frequent (99-80%),Craniofacial hyperostosis,Very frequent (99-80%),Diaphyseal thickening,Very frequent (99-80%),Finger syndactyly,Very frequent (99-80%),Curved distal phalanges of the hand,Very frequent (99-80%),Facial palsy,Frequent (79-30%)
3145,Nephrogenic diabetes insipidus-intracranial calcification-facial dysmorphism syndrome,Disease,Micrognathia,Very frequent (99-80%),Conductive hearing impairment,Frequent (79-30%),Downslanted palpebral fissures,Very frequent (99-80%),Carious teeth,Very frequent (99-80%),Delayed puberty,Frequent (79-30%),Intellectual disability,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Limitation of joint mobility,Very frequent (99-80%),Abnormality of metabolism/homeostasis,Very frequent (99-80%),Cerebral calcification,Very frequent (99-80%),Short stature,Very frequent (99-80%),Abnormality of the antihelix,Very frequent (99-80%)
1797,Autosomal dominant spondylocostal dysostosis,Malformation syndrome,Abnormality of female internal genitalia,Occasional (29-5%),Cleft palate,Occasional (29-5%),Microcephaly,Occasional (29-5%),Macrocephaly,Occasional (29-5%),Prominent occiput,Frequent (79-30%),Wide nasal bridge,Frequent (79-30%),Anteverted nares,Frequent (79-30%),Short neck,Frequent (79-30%),Upslanted palpebral fissure,Frequent (79-30%),Abnormality of the ribs,Occasional (29-5%),Posterior rib fusion,Occasional (29-5%),Missing ribs,Occasional (29-5%)
3164,"Omphalocele syndrome, Shprintzen-Goldberg type",Malformation syndrome,Thin upper lip vermilion,Frequent (79-30%),Webbed neck,Occasional (29-5%),Downslanted palpebral fissures,Frequent (79-30%),Abnormality of the eyelashes,Very frequent (99-80%),Telecanthus,Frequent (79-30%),Muscular hypotonia,Very frequent (99-80%),Global developmental delay,Very frequent (99-80%),Omphalocele,Frequent (79-30%),High pitched voice,Very frequent (99-80%),Short columella,Frequent (79-30%),Gastroesophageal reflux,Occasional (29-5%),Anal atresia,Occasional (29-5%)
3157,Septo-optic dysplasia spectrum,Malformation syndrome,Cryptorchidism,Frequent (79-30%),Cleft palate,Frequent (79-30%),Sensorineural hearing impairment,Occasional (29-5%),Anosmia,Occasional (29-5%),Strabismus,Frequent (79-30%),Visual impairment,Very frequent (99-80%),Optic nerve hypoplasia,Very frequent (99-80%),Nystagmus,Frequent (79-30%),Autism,Occasional (29-5%),Abnormality of the hypothalamus-pituitary axis,Frequent (79-30%),Diabetes insipidus,Occasional (29-5%),Dry skin,Occasional (29-5%)
3191,Subaortic stenosis-short stature syndrome,Malformation syndrome,Inguinal hernia,Frequent (79-30%),Epicanthus,Occasional (29-5%),Micrognathia,Occasional (29-5%),"Low-set, posteriorly rotated ears",Occasional (29-5%),Anteverted nares,Very frequent (99-80%),Short neck,Occasional (29-5%),Microphthalmia,Occasional (29-5%),Nystagmus,Occasional (29-5%),Microdontia,Occasional (29-5%),Acne,Occasional (29-5%),Biliary tract abnormality,Occasional (29-5%),Intellectual disability,Occasional (29-5%)
3186,Holoprosencephaly-radial heart renal anomalies syndrome,Malformation syndrome,Median cleft lip,Occasional (29-5%),Oral cleft,Frequent (79-30%),Microcephaly,Very frequent (99-80%),Abnormality of the outer ear,Very frequent (99-80%),Hearing impairment,Occasional (29-5%),Atresia of the external auditory canal,Very frequent (99-80%),Microphthalmia,Frequent (79-30%),Hypotelorism,Occasional (29-5%),Iris coloboma,Occasional (29-5%),Missing ribs,Occasional (29-5%),Holoprosencephaly,Very frequent (99-80%),Omphalocele,Occasional (29-5%)
3216,Conductive deafness-malformed external ear syndrome,Malformation syndrome,Hypogonadism,Frequent (79-30%),High palate,Frequent (79-30%),Low-set ears,Very frequent (99-80%),Abnormality of the pinna,Occasional (29-5%),Preauricular skin tag,Occasional (29-5%),Overfolded helix,Frequent (79-30%),Stenosis of the external auditory canal,Occasional (29-5%),Conductive hearing impairment,Very frequent (99-80%),Sensorineural hearing impairment,Occasional (29-5%),Global developmental delay,Frequent (79-30%),Hernia of the abdominal wall,Occasional (29-5%),Abnormality of the middle ear ossicles,Frequent (79-30%)
3218,Deafness-epiphyseal dysplasia-short stature syndrome,Malformation syndrome,Inguinal hernia,Frequent (79-30%),Pointed chin,Frequent (79-30%),Triangular face,Frequent (79-30%),Hearing impairment,Very frequent (99-80%),Short neck,Frequent (79-30%),Retinal detachment,Occasional (29-5%),Myopia,Frequent (79-30%),Nasolacrimal duct obstruction,Frequent (79-30%),Brachydactyly,Occasional (29-5%),"Intellectual disability, mild",Frequent (79-30%),Global developmental delay,Frequent (79-30%),Umbilical hernia,Frequent (79-30%)
